data_year,gp_code,gp_name,gp_score,institution_id,institution_acr,author_name,phd_year,regime_trabalho,carga_horaria,lattes_cv_link,author_id,productivity_grant,productivity_grant_type,phd_institution_id,phd_institution_name,phd_gp_code,phd_supervisor_id,phd_supervisor_name
2022,42005019016P8,CC,7,I45643870,PUC/RS,TIAGO COELHO FERRETO,2010,Integral,40,http://lattes.cnpq.br/8685431534934812,A5009859711,1.0,DT2,I45643870,Pontifícia Universidade Católica do Rio Grande do Sul,31005012004P9,A5071130875,César Augusto Fonticielha De Rose
2022,42005019016P8,CC,7,I45643870,PUC/RS,SORAIA RAUPP MUSSE,2000,Integral,40,http://lattes.cnpq.br/2302314954133011,A5059434669,1.0,PQ1C,I5124864,École polytechnique fédérale de Lausanne,,A5005709068,Dr Daniel Thalmann
2022,42005019016P8,CC,7,I45643870,PUC/RS,SABRINA DOS SANTOS MARCZAK,2011,Integral,40,http://lattes.cnpq.br/9458496222461501,A5014651524,1.0,PQ2,I212119943,University of Victoria,,A5007049054,Daniela Damian
2022,42005019016P8,CC,7,I45643870,PUC/RS,RODRIGO COELHO BARROS,2013,Integral,20,http://lattes.cnpq.br/8172124241767828,A5039629929,1.0,PQ2,I17974374,Universidade de São Paulo,33002045004P1,A5079499583,André Carlos Ponce de Leon Ferreira de Carvalho
2022,42005019016P8,CC,7,I45643870,PUC/RS,RAFAEL PRIKLADNICKI,2009,Integral,40,http://lattes.cnpq.br/2007065934836962,A5024645888,1.0,PQ1D,I45643870,Pontifícia Universidade Católica do Rio Grande do Sul,31005012004P9,A5022404709,Jorge Luis Nicolas Audy
2022,42005019016P8,CC,7,I45643870,PUC/RS,RAFAEL HEITOR BORDINI,1998,Integral,40,http://lattes.cnpq.br/4589262718627942,A5037986871,1.0,PQ2,I45129253,University College London (University of London),,,John Anthony Campbell
2022,42005019016P8,CC,7,I45643870,PUC/RS,NEY LAERT VILAR CALAZANS,1993,Dedicação Exclusiva,40,http://lattes.cnpq.br/3309342336039521,A5072149252,1.0,PQ1D,I95674353,Université catholique de Louvain,,A5083236596,Marc Davio (in Memoriam) / Anne Marie Anckaert Trullemans
2022,42005019016P8,CC,7,I45643870,PUC/RS,MILENE SELBACH SILVEIRA,2002,Dedicação Exclusiva,40,http://lattes.cnpq.br/0483707899231728,A5039610148,0.0,,I45643870,Pontifícia Universidade Católica do Rio Grande do Sul,31005012004P9,A5034425412,Clarisse Sieckenius de Souza
2022,42005019016P8,CC,7,I45643870,PUC/RS,MARCIO SARROGLIA PINHO,2002,Dedicação Exclusiva,40,http://lattes.cnpq.br/9183721973235194,A5079270282,0.0,,I130442723,Universidade Federal do Rio Grande do Sul,42001013004P4,A5074265846,Carla Maria Dal Sasso Freitas
2022,42005019016P8,CC,7,I45643870,PUC/RS,LUIZ GUSTAVO LEAO FERNANDES,2001,Integral,40,http://lattes.cnpq.br/5979862734558983,A5076792297,1.0,PQ2,I106785703,Institut National Polytechnique de Grenoble,,A5079734350,Brigitte Plateau e Yves Denneulin
2022,42005019016P8,CC,7,I45643870,PUC/RS,ISABEL HARB MANSSOUR,2002,Integral,40,http://lattes.cnpq.br/4904489502853690,A5006120617,1.0,DT2,I130442723,Universidade Federal do Rio Grande do Sul,42001013004P4,A5074265846,Carla Maria Dal Sasso Freitas
2022,42005019016P8,CC,7,I45643870,PUC/RS,FERNANDO LUIS DOTTI,1997,Dedicação Exclusiva,40,http://lattes.cnpq.br/3145198954829457,A5003030193,0.0,,I4577782,Technische Universität Berlin,,A5002436146,Prof. Dr. Dr. h. c. Radu Popescu-Zeletin
2022,42005019016P8,CC,7,I45643870,PUC/RS,FERNANDO GEHM MORAES,1994,Dedicação Exclusiva,40,http://lattes.cnpq.br/2509301929350826,A5025418231,1.0,PQ1B,I4387154756,Université de Montpellier 2 - Sciences et Techniques,,A5017195775,Michel Robert
2022,42005019016P8,CC,7,I45643870,PUC/RS,FELIPE RECH MENEGUZZI,2009,Integral,40,http://lattes.cnpq.br/5973550650941724,A5073632183,0.0,,I43439940,University of Southampton,,A5069481846,Michael M. Luck
2022,42005019016P8,CC,7,I45643870,PUC/RS,FABIANO PASSUELO HESSEL,2000,Dedicação Exclusiva,40,http://lattes.cnpq.br/4842733764531027,A5048898582,1.0,PQ2,I177483745,Université Joseph Fourier - Grenoble I,,A5060914321,Ahmed-Aminie Jerraya
2022,42005019016P8,CC,7,I45643870,PUC/RS,DUNCAN DUBUGRAS ALCOBA RUIZ,1995,Dedicação Exclusiva,40,http://lattes.cnpq.br/8250832800932125,A5019215692,1.0,DT2,I130442723,Universidade Federal do Rio Grande do Sul,42001013004P4,A5036500408,José Palazzo Moreira de Oliveira
2022,42005019016P8,CC,7,I45643870,PUC/RS,DALVAN JAIR GRIEBLER,2016,Parcial,20,http://lattes.cnpq.br/1989039890812573,A5086071233,1.0,DT2,I45643870,Pontifícia Universidade Católica do Rio Grande do Sul,31005012004P9,A5076792297,Luiz Gustavo Fernandes
2022,42005019016P8,CC,7,I45643870,PUC/RS,CESAR AUGUSTO MISSIO MARCON,2005,Integral,30,http://lattes.cnpq.br/8611020242763828,A5079404294,1.0,PQ2,I130442723,Universidade Federal do Rio Grande do Sul,42001013004P4,A5073761286,Altamiro Amadeu Susin
2022,42005019016P8,CC,7,I45643870,PUC/RS,CESAR AUGUSTO FONTICIELHA DE ROSE,1998,Dedicação Exclusiva,40,http://lattes.cnpq.br/6703453792017497,A5071130875,1.0,PQ2,I4210119349,Karlsruher Institut für Technologie,,A5021458168,Prof. Dr. Horst Wettstein
2022,42005019016P8,CC,7,I45643870,PUC/RS,AVELINO FRANCISCO ZORZO,1999,Dedicação Exclusiva,40,http://lattes.cnpq.br/4315350764773182,A5048124867,1.0,DT2,I84884186,Newcastle University,,A5050786463,Professor Brian Randell
2022,42005019016P8,CC,7,I45643870,PUC/RS,AFONSO HENRIQUE CORREA DE SALES,2009,Integral,40,http://lattes.cnpq.br/4329466230451089,A5067282272,0.0,,I106785703,Institut National Polytechnique de Grenoble,,A5079734350,Brigitte Plateau
2022,42001013004P4,C,7,I130442723,UFRGS,WEVERTON LUIS DA COSTA CORDEIRO,2014,Dedicação Exclusiva,40,http://lattes.cnpq.br/0458322041606755,A5016339262,1.0,PQ2,I130442723,Universidade Federal do Rio Grande do Sul,42001013004P4,A5038112285,Luciano Paschoal Gaspary
2022,42001013004P4,C,7,I130442723,UFRGS,VIVIANE PEREIRA MOREIRA,2004,Dedicação Exclusiva,40,http://lattes.cnpq.br/5885575084085406,A5037408511,1.0,PQ2,I60488453,Middlesex University London,,A5058484334,Christian R. Huyck
2022,42001013004P4,C,7,I130442723,UFRGS,THIAGO LOPES TRUGILLO DA SILVEIRA,2019,Dedicação Exclusiva,40,http://lattes.cnpq.br/3925632508523050,A5034599262,0.0,,I130442723,Universidade Federal do Rio Grande do Sul,42001013004P4,A5012781859,Cláudio Rosito Jung
2022,42001013004P4,C,7,I130442723,UFRGS,SERGIO BAMPI,1999,Integral,15,http://lattes.cnpq.br/4010781324120944,A5046426137,0.0,,I97018004,Stanford University,,A5000639734,James D Plummer
2022,42001013004P4,C,7,I130442723,UFRGS,SANTIAGO VALDES RAVELO,2016,Dedicação Exclusiva,40,http://lattes.cnpq.br/2614542224940249,A5083541706,0.0,,I17974374,Instituto de Matemática e Estatística - USP,,A5039961978,Carlos Eduardo Ferreira
2022,42001013004P4,C,7,I130442723,UFRGS,RICARDO AUGUSTO DA LUZ REIS,1983,Dedicação Exclusiva,20,http://lattes.cnpq.br/4585719152284650,A5089074775,1.0,PQ1A,I106785703,Institut National Polytechnique,,A5088444120,Francois Anceau
2022,42001013004P4,C,7,I130442723,UFRGS,RENATO PEREZ RIBAS,1998,Integral,20,http://lattes.cnpq.br/1149542159006335,A5090563366,0.0,,I106785703,Institut National Polytechnique de Grenoble,,A5002630355,Bernard Courtois
2022,42001013004P4,C,7,I130442723,UFRGS,RENATA DE MATOS GALANTE,2003,Dedicação Exclusiva,40,http://lattes.cnpq.br/3867942762661182,A5058220093,0.0,,I130442723,Universidade Federal do Rio Grande do Sul,42001013004P4,A5049287942,Clesio Saraiva dos Santos e Nina Edelweiss
2022,42001013004P4,C,7,I130442723,UFRGS,RENAN DE QUEIROZ MAFFEI,2016,Integral,40,http://lattes.cnpq.br/3628631662284487,A5088943723,0.0,,I130442723,Universidade Federal do Rio Grande do Sul,42001013004P4,A5002969213,Edson Prestes e Silva Júnior
2022,42001013004P4,C,7,I130442723,UFRGS,PHILIPPE OLIVIER ALEXANDRE NAVAUX,2017,Dedicação Exclusiva,40,http://lattes.cnpq.br/5554254760869075,A5091234084,1.0,PQ1A,I106785703,Institut National Polytechnique de Grenoble,,A5088444120,François Anceau
2022,42001013004P4,C,7,I130442723,UFRGS,PAOLO RECH,2009,Integral,20,http://lattes.cnpq.br/4863727818159643,A5054264208,0.0,,I138689650,Universidade de Pádua,,A5032762366,Alessandro Paccagnella
2022,42001013004P4,C,7,I130442723,UFRGS,MARIANA RECAMONDE MENDOZA GUERREIRO,2014,Dedicação Exclusiva,40,http://lattes.cnpq.br/7829435808451741,A5039060913,1.0,PQ2,I130442723,Universidade Federal do Rio Grande do Sul,42001013004P4,A5028225369,Ana Lucia Cetertich Bazzan
2022,42001013004P4,C,7,I130442723,UFRGS,MARIANA LUDERITZ KOLBERG FERNANDES,2009,Dedicação Exclusiva,40,http://lattes.cnpq.br/7133274936570173,A5020629420,0.0,,I45643870,Pontifícia Universidade Católica do Rio Grande do Sul,42005019016P8,A5073683976,Dalcidio Moraes Claudio
2022,42001013004P4,C,7,I130442723,UFRGS,MARCUS ROLF PETER RITT,2003,Dedicação Exclusiva,40,http://lattes.cnpq.br/0994187406222820,A5086717490,1.0,PQ2,I8087733,Eberhard Karls Universität Tübingen,,A5087076980,Wolfgang Rosenstiel
2022,42001013004P4,C,7,I130442723,UFRGS,MARCIO DORN,2012,Dedicação Exclusiva,20,http://lattes.cnpq.br/6355224981962273,A5026741733,1.0,PQ2,I45643870,Pontifícia Universidade Católica do Rio Grande do Sul,42005019016P8,A5076792297,Luiz Gustavo Leão Fernandes
2022,42001013004P4,C,7,I130442723,UFRGS,MARCELO WALTER,1998,Dedicação Exclusiva,40,http://lattes.cnpq.br/4093722871814514,A5044675588,1.0,PQ2,I141945490,University of British Columbia,,A5039138870,Alain Fournier
2022,42001013004P4,C,7,I130442723,UFRGS,MARCELO SOARES PIMENTA,1997,Dedicação Exclusiva,40,http://lattes.cnpq.br/2202679279260042,A5077022059,0.0,,I17866349,Universite Toulouse I Sciences Sociales,,A5076139309,Profa. Dra. Marie-France Barthet
2022,42001013004P4,C,7,I130442723,UFRGS,MARA ABEL,2001,Dedicação Exclusiva,40,http://lattes.cnpq.br/6750115087374323,A5074621925,1.0,DT2,I130442723,Universidade Federal do Rio Grande do Sul,42001013004P4,A5011466708,John Arthur Campbell
2022,42001013004P4,C,7,I130442723,UFRGS,MANUEL MENEZES DE OLIVEIRA NETO,2000,Integral,40,http://lattes.cnpq.br/3083628377406351,A5065873350,1.0,PQ1B,I114027177,The University of North Carolina at Chapel Hill,,A5063514455,Thomas Gary Bishop
2022,42001013004P4,C,7,I130442723,UFRGS,LUIS DA CUNHA LAMB,2017,Integral,40,http://lattes.cnpq.br/1240066145518940,A5002143669,1.0,PQ1A,I47508984,Imperial College London University Of London,,A5002143669,Prof Dov M Gabbay FRSC FAvH FRSA FBCS e Dr Krysia Broda
2022,42001013004P4,C,7,I130442723,UFRGS,LUIGI CARRO,1996,Dedicação Exclusiva,20,http://lattes.cnpq.br/8544491643812450,A5062358729,1.0,PQ1A,I130442723,Universidade Federal do Rio Grande do Sul,42001013004P4,A5043190662,Altamiro Amadeu Suzim
2022,42001013004P4,C,7,I130442723,UFRGS,LUCINEIA HELOISA THOM,2010,Dedicação Exclusiva,40,http://lattes.cnpq.br/6022637170344999,A5043117164,0.0,,I130442723,Universidade Federal do Rio Grande do Sul,42001013004P4,A5002350342,Cirano Iochpe
2022,42001013004P4,C,7,I130442723,UFRGS,LUCIANO PASCHOAL GASPARY,2002,Dedicação Exclusiva,40,http://lattes.cnpq.br/3059640410928425,A5038112285,1.0,PQ1D,I130442723,Universidade Federal do Rio Grande do Sul,,A5063565470,Liane Rockenbach Tarouco
2022,42001013004P4,C,7,I130442723,UFRGS,LUCIANA SALETE BURIOL,2017,Dedicação Exclusiva,40,http://lattes.cnpq.br/8337454058604654,A5085771550,0.0,,I181391015,Universidade Estadual de Campinas,33003017021P3,A5021384958,Paulo Morelato França
2022,42001013004P4,C,7,I130442723,UFRGS,LUCIANA PORCHER NEDEL,1998,Dedicação Exclusiva,40,http://lattes.cnpq.br/4416858554787169,A5020976385,0.0,,I5124864,Ecole Polytechnique Fédérale de Lausanne,,A5005709068,Daniel Thalmann
2022,42001013004P4,C,7,I130442723,UFRGS,LUCAS MELLO SCHNORR,2009,Dedicação Exclusiva,40,http://lattes.cnpq.br/0412577035083946,A5021011013,0.0,,I130442723,Universidade Federal do Rio Grande do Sul,42001013004P4,A5091234084,Philippe Olivier Alexandre Navaux
2022,42001013004P4,C,7,I130442723,UFRGS,LISANDRO ZAMBENEDETTI GRANVILLE,2001,Integral,20,http://lattes.cnpq.br/8501956419094089,A5069321002,1.0,PQ1C,I130442723,Universidade Federal do Rio Grande do Sul,42001013004P4,A5063565470,Liane Margarida Rockenbach Tarouco
2022,42001013004P4,C,7,I130442723,UFRGS,LEILA RIBEIRO,2012,Integral,40,http://lattes.cnpq.br/8705873746227963,A5010935451,0.0,,I4577782,Technische Universität Berlin,,A5002594574,Hartmut Ehrig
2022,42001013004P4,C,7,I130442723,UFRGS,LEANDRO KRUG WIVES,2004,Integral,30,http://lattes.cnpq.br/5996993884846655,A5034194139,0.0,,I130442723,Universidade Federal do Rio Grande do Sul,42001013004P4,A5036500408,José Palazzo Moreira de Oliveira
2022,42001013004P4,C,7,I130442723,UFRGS,KARIN BECKER,2014,Integral,40,http://lattes.cnpq.br/1559292514654215,A5074093456,1.0,PQ2,I149768937,Facultés Universitaires Notre-Dame de la Paix,,A5089106489,Francois Bodart
2022,42001013004P4,C,7,I130442723,UFRGS,JULIANO ARAUJO WICKBOLDT,2015,Dedicação Exclusiva,40,http://lattes.cnpq.br/9858319665065036,A5020647444,0.0,,I130442723,Universidade Federal do Rio Grande do Sul,42001013004P4,A5069321002,Lisandro Zambenedetti Granville
2022,42001013004P4,C,7,I130442723,UFRGS,JOSE RODRIGO FURLANETTO DE AZAMBUJA,2013,Dedicação Exclusiva,20,http://lattes.cnpq.br/2507333666306110,A5046167370,1.0,PQ2,I130442723,Universidade Federal do Rio Grande do Sul,,A5024813896,Fernanda Gusmão de Lima Kastensmidt
2022,42001013004P4,C,7,I130442723,UFRGS,JOSE PALAZZO MOREIRA DE OLIVEIRA,2012,Dedicação Exclusiva,40,http://lattes.cnpq.br/5558354805733623,A5036500408,1.0,PQSR,I106785703,Instituto Nacional Politécnico de Grenoble,,A5049104592,Michel Adiba
2022,42001013004P4,C,7,I130442723,UFRGS,JOEL LUIS CARBONERA,2016,Integral,40,http://lattes.cnpq.br/0044387433155250,A5066798979,0.0,,I130442723,Universidade Federal do Rio Grande do Sul,42001013004P4,A5074621925,Mara Abel
2022,42001013004P4,C,7,I130442723,UFRGS,JOAO LUIZ DIHL COMBA,2011,Dedicação Exclusiva,40,http://lattes.cnpq.br/0988994019537246,A5029235009,1.0,PQ1C,I97018004,Stanford University,,A5065368881,Leonidas J Guibas
2022,42001013004P4,C,7,I130442723,UFRGS,JEFERSON CAMPOS NOBRE,2015,Integral,40,http://lattes.cnpq.br/1790013583930834,A5072415351,0.0,,I130442723,Universidade Federal do Rio Grande do Sul,42001013004P4,A5069321002,Lisandro Zambenedetti Granville
2022,42001013004P4,C,7,I130442723,UFRGS,JACOB SCHARCANSKI,1993,Dedicação Exclusiva,12,http://lattes.cnpq.br/1879817973802031,A5059279422,1.0,PQ1C,I151746483,University of Waterloo,,A5019701390,Helen Shen
2022,42001013004P4,C,7,I130442723,UFRGS,INGRID OLIVEIRA DE NUNES,2012,Dedicação Exclusiva,40,http://lattes.cnpq.br/1272997735344283,A5030266199,0.0,,I2699952,Pontifícia Universidade Católica do Rio de Janeiro,31005012004P9,A5021306015,Carlos José Pereira de Lucena
2022,42001013004P4,C,7,I130442723,UFRGS,GABRIEL LUCA NAZAR,2013,Dedicação Exclusiva,40,http://lattes.cnpq.br/2764405324356669,A5064852217,1.0,PQ2,I130442723,Universidade Federal do Rio Grande do Sul,42001013004P4,A5062358729,Luigi Carro
2022,42001013004P4,C,7,I130442723,UFRGS,FLÁVIO RECH WAGNER,2012,Dedicação Exclusiva,40,http://lattes.cnpq.br/7109472962613397,A5058155284,0.0,,I153267046,Technische Universitat Kaiserslautern,,A5080609979,Siegfried Wendt
2022,42001013004P4,C,7,I130442723,UFRGS,EDUARDO SIMOES LOPES GASTAL,2015,Integral,40,http://lattes.cnpq.br/6554835995108169,A5016118103,0.0,,I130442723,Universidade Federal do Rio Grande do Sul,42001013004P4,A5065873350,Manuel Menezes de Oliveira Neto
2022,42001013004P4,C,7,I130442723,UFRGS,EDSON PRESTES E SILVA JUNIOR,2003,Dedicação Exclusiva,40,http://lattes.cnpq.br/2604911000898464,A5040510907,1.0,PQ2,I130442723,Universidade Federal do Rio Grande do Sul,42001013004P4,A5085135471,Paulo Martins Engel
2022,42001013004P4,C,7,I130442723,UFRGS,EDISON PIGNATON DE FREITAS,2011,Integral,12,http://lattes.cnpq.br/2154028088891512,A5008036042,1.0,PQ2,I746986,Halmstad University,,A5047540196,Tony Larsson
2022,42001013004P4,C,7,I130442723,UFRGS,DANTE AUGUSTO COUTO BARONE,1981,Integral,20,http://lattes.cnpq.br/8385283959153698,A5012702448,0.0,,I106785703,Institut National Polytechnique de Grenoble,,A5020553372,Guy Mazaré
2022,42001013004P4,C,7,I130442723,UFRGS,CLÁUDIO ROSITO JUNG,2002,Dedicação Exclusiva,40,http://lattes.cnpq.br/1538338871689655,A5012781859,1.0,PQ1B,I130442723,Universidade Federal do Rio Grande do Sul,42001013004P4,A5059279422,Jacob Scharcanski
2022,42001013004P4,C,7,I130442723,UFRGS,CLAUDIO FERNANDO RESIN GEYER,1991,Dedicação Exclusiva,40,http://lattes.cnpq.br/8968483294142013,A5022040860,0.0,,I177483745,Université Joseph Fourier - Grenoble I,,A5021848009,JACQUES BRIAT
2022,42001013004P4,C,7,I130442723,UFRGS,CARLOS EDUARDO PEREIRA,2017,Dedicação Exclusiva,12,http://lattes.cnpq.br/7437115504621985,A5085144598,1.0,PQ1C,I100066346,TECHNISCHE UNIVERSITAT STUTTGART,,A5078533405,Prof. Dr. Rudolf Lauber
2022,42001013004P4,C,7,I130442723,UFRGS,CARLA MARIA DAL SASSO FREITAS,2017,Dedicação Exclusiva,40,http://lattes.cnpq.br/4093653182381054,A5074265846,1.0,PQ1C,I130442723,Universidade Federal do Rio Grande do Sul,42001013004P4,A5058155284,Flavio Rech Wagner
2022,42001013004P4,C,7,I130442723,UFRGS,ANTONIO MARINHO PILLA BARCELLOS,1998,Dedicação Exclusiva,40,http://lattes.cnpq.br/6514932268674740,A5023690641,0.0,,I84884186,Newcastle University,,A5069779226,Paul D Ezhilchelvan
2022,42001013004P4,C,7,I130442723,UFRGS,ANTONIO CARLOS SCHNEIDER BECK FILHO,2008,Dedicação Exclusiva,20,http://lattes.cnpq.br/5446996798632062,A5078952423,1.0,PQ2,I130442723,Universidade Federal do Rio Grande do Sul,42001013004P4,A5062358729,Luigi Carro
2022,42001013004P4,C,7,I130442723,UFRGS,ANDRE INACIO REIS,1998,Dedicação Exclusiva,20,http://lattes.cnpq.br/2846614269371078,A5065397615,1.0,DTA,I19894307,Université Montpellier 2 - Sciences et Techniques,,A5019497452,Michel Robert
2022,42001013004P4,C,7,I130442723,UFRGS,ANDRE GRAHL PEREIRA,2016,Dedicação Exclusiva,40,http://lattes.cnpq.br/9937016452126074,A5009093164,0.0,,I130442723,Universidade Federal do Rio Grande do Sul,42001013004P4,A5085771550,Luciana Salete Buriol
2022,42001013004P4,C,7,I130442723,UFRGS,ANDERSON ROCHA TAVARES,2018,Dedicação Exclusiva,40,http://lattes.cnpq.br/1698030266736937,A5048925954,0.0,,I110200422,Universidade Federal de Minas Gerais,,A5073879771,Luiz Chaimowicz
2022,42001013004P4,C,7,I130442723,UFRGS,ANDERSON MACIEL,2005,Dedicação Exclusiva,40,http://lattes.cnpq.br/3447520409510736,A5029725483,1.0,PQ2,I5124864,Ecole Polytechnique Fédérale de Lausanne,,A5005709068,Daniel Thalmann
2022,42001013004P4,C,7,I130442723,UFRGS,ANA LUCIA CETERTICH BAZZAN,1997,Dedicação Exclusiva,40,http://lattes.cnpq.br/0978837964647017,A5028225369,1.0,PQ1C,I102335020,Karlsruher Institut für Technologie,,A5008484068,U. Rembold
2022,42001013004P4,C,7,I130442723,UFRGS,ALVARO FREITAS MOREIRA,1999,Dedicação Exclusiva,40,http://lattes.cnpq.br/3762855185207010,A5063087148,0.0,,I98677209,University of Edinburgh,,A5069996573,Michael Fourman
2022,42001013004P4,C,7,I130442723,UFRGS,ALBERTO EGON SCHAEFFER FILHO,1983,Dedicação Exclusiva,20,http://lattes.cnpq.br/6637449134450426,A5088173365,1.0,PQ2,I47508984,Imperial College London,,A5065619732,Emil C. Lupu
2022,33003017005P8,CC,7,I181391015,UNICAMP,ZANONI DIAS,2002,Integral,40,http://lattes.cnpq.br/1789677069372972,A5042140271,1.0,PQ1D,I181391015,Universidade Estadual de Campinas,33003017005P8,A5049169709,João Meidanis
2022,33003017005P8,CC,7,I181391015,UNICAMP,SANDRO RIGO,2004,Integral,40,http://lattes.cnpq.br/8308517667746974,A5019008916,0.0,,I181391015,Universidade Estadual de Campinas,33003017005P8,A5067675731,Guido Costa Souza de Araújo.
2022,33003017005P8,CC,7,I181391015,UNICAMP,SANDRA ELIZA FONTES DE AVILA,2013,Integral,40,http://lattes.cnpq.br/8343699060914150,A5057680257,1.0,PQ2,I110200422,Universidade Federal de Minas Gerais,32001010004P6,A5042861247,Arnaldo de Albuquerque Araújo
2022,33003017005P8,CC,7,I181391015,UNICAMP,RODOLFO JARDIM DE AZEVEDO,2017,Integral,40,http://lattes.cnpq.br/2046981671187343,A5005402339,1.0,PQ2,I181391015,Universidade Estadual de Campinas,33003017005P8,A5067675731,Guido Costa Souza de Araújo
2022,33003017005P8,CC,7,I181391015,UNICAMP,RICARDO DAHAB,1993,Integral,40,http://lattes.cnpq.br/9093331241572944,A5077598713,0.0,,I151746483,University of Waterloo,,A5081029790,Daniel Haven Younger
2022,33003017005P8,CC,7,I181391015,UNICAMP,RAFAEL CRIVELLARI SALIBA SCHOUERY,2014,Integral,40,http://lattes.cnpq.br/7229085630357788,A5036752449,1.0,PQ2,I17974374,Universidade de São Paulo,33002010176P0,A5003834309,Cristina Gomes Fernandes
2022,33003017005P8,CC,7,I181391015,UNICAMP,PEDRO JUSSIEU DE REZENDE,1988,Integral,40,http://lattes.cnpq.br/5746822816259454,A5080024357,1.0,PQ2,I111979921,Northwestern University,,A5066924540,DerTsai Lee
2022,33003017005P8,CC,7,I181391015,UNICAMP,PAULO LICIO DE GEUS,1990,Integral,40,http://lattes.cnpq.br/1190759512397526,A5024273591,0.0,,I28407311,University of Manchester,,A5053400927,Trevor Hopkins Mark van Harmelen
2022,33003017005P8,CC,7,I181391015,UNICAMP,ORLANDO LEE,1999,Integral,40,http://lattes.cnpq.br/2985003469291138,A5072743877,1.0,PQ2,I17974374,Universidade de São Paulo,33002010176P0,A5054139790,Yoshiko Wakabayashi
2022,33003017005P8,CC,7,I181391015,UNICAMP,NELSON LUIS SALDANHA DA FONSECA,1994,Integral,40,http://lattes.cnpq.br/9612704468357790,A5039387826,1.0,PQ1A,I1174212,University of Southern California,,A5018605475,John A. Silvester
2022,33003017005P8,CC,7,I181391015,UNICAMP,MARIA CECILIA CALANI BARANAUSKAS,1993,Integral,30,http://lattes.cnpq.br/1750385790843118,A5023191435,1.0,PQ2,I181391015,Universidade Estadual de Campinas,33003017005P8,A5060996049,José Armando Valente
2022,33003017005P8,CC,7,I181391015,UNICAMP,MARCOS MEDEIROS RAIMUNDO,2018,Dedicação Exclusiva,40,http://lattes.cnpq.br/1605909137233786,A5000356136,0.0,,I181391015,Universidade Estadual de Campinas,33003017005P8,A5035858702,Fernando José Von Zuben
2022,33003017005P8,CC,7,I181391015,UNICAMP,MARCELO DA SILVA REIS,2012,Dedicação Exclusiva,35,http://lattes.cnpq.br/1622980448239879,A5079620580,0.0,,I17974374,Universidade de São Paulo,33002010176P0,A5069908689,Junior Barrera
2022,33003017005P8,CC,7,I181391015,UNICAMP,LUIZ FERNANDO BITTENCOURT,2016,Integral,40,http://lattes.cnpq.br/8269779905235226,A5090424349,1.0,PQ1D,I181391015,Universidade Estadual de Campinas,33003017005P8,A5062676037,Edmundo Roberto Mauro Madeira
2022,33003017005P8,CC,7,I181391015,UNICAMP,LUCAS FRANCISCO WANNER,2014,Integral,40,http://lattes.cnpq.br/4458409544983212,A5091197122,0.0,,I161318765,University of California,,A5074563122,Mani B. Srivastava
2022,33003017005P8,CC,7,I181391015,UNICAMP,LEHILTON LELIS CHAVES PEDROSA,2014,Integral,40,http://lattes.cnpq.br/0288820412130500,A5036130363,1.0,PQ2,I181391015,Universidade Estadual de Campinas,33003017005P8,A5040576989,Flávio Keidi Miyazawa
2022,33003017005P8,CC,7,I181391015,UNICAMP,LEANDRO APARECIDO VILLAS,2012,Integral,40,http://lattes.cnpq.br/9830590737740134,A5025642074,1.0,PQ1D,I110200422,Universidade Federal de Minas Gerais,32001010004P6,A5076640892,Antonio Alfredo F. Loureiro
2022,33003017005P8,CC,7,I181391015,UNICAMP,JULIO CESAR LOPEZ HERNANDEZ,2000,Integral,40,http://lattes.cnpq.br/2183709942839032,A5054937394,0.0,,I181391015,Universidade Estadual de Campinas,33003017005P8,A5077598713,Ricardo Dahab
2022,33003017005P8,CC,7,I181391015,UNICAMP,JULIO CESAR DOS REIS,2014,Integral,40,http://lattes.cnpq.br/2971609673131726,A5081590498,0.0,,I102197404,Universidade de Paris-Sud XI,,A5025441331,Chantal Reynaud-Delaître
2022,33003017005P8,CC,7,I181391015,UNICAMP,JULIANA FREITAG BORIN,2010,Integral,40,http://lattes.cnpq.br/4534936707754253,A5010305048,1.0,DT2,I181391015,Universidade Estadual de Campinas,33003017005P8,A5039387826,Nelson Luis Saldanha da Fonseca
2022,33003017005P8,CC,7,I181391015,UNICAMP,JORGE STOLFI,1988,Integral,40,http://lattes.cnpq.br/6824400602221355,A5001511641,0.0,,I97018004,Stanford University,,A5065368881,LEONIDAS JOHN GUIBAS
2022,33003017005P8,CC,7,I181391015,UNICAMP,JOAO MEIDANIS,1992,Integral,24,http://lattes.cnpq.br/1313385414995585,A5049169709,0.0,,I135310074,University of Wisconsin - Madison,,,Eric Bach Deborah Joseph
2022,33003017005P8,CC,7,I181391015,UNICAMP,JACQUES WAINER,1991,Integral,40,http://lattes.cnpq.br/6499108085922209,A5002484344,0.0,,I130769515,Pennsylvania State University,,A5075357799,Anthony Maida
2022,33003017005P8,CC,7,I181391015,UNICAMP,ISLENE CALCIOLARI GARCIA,2001,Integral,40,http://lattes.cnpq.br/6947551604323520,A5021027388,0.0,,I181391015,Universidade Estadual de Campinas,33003017005P8,A5080173424,Luiz Eduardo Buzato
2022,33003017005P8,CC,7,I181391015,UNICAMP,HERVE CEDRIC YVIQUEL,2013,Integral,40,http://lattes.cnpq.br/3339703725728623,A5066663156,0.0,,I56067802,Université de Rennes I,,A5070765151,Emmanuel Casseau
